Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.2033
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.0562
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.8668
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.0547
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O14965,Other,Aur,Aurora kinase A ,AURKA,0.8064
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.1201
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.1615
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.0575
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.2265
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.566
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.5633
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.0572
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.3097
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.2907
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O75116,AGC,DMPK,Rho-associated protein kinase 2 ,ROCK2,0.2607
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O75385,Other,ULK,Serine/threonine-protein kinase ULK1 ,ULK1,0.1034
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O75460,Other,IRE,Serine/threonine-protein kinase/endoribonuclease IRE1 ,ERN1,0.1023
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O75676,AGC,RSK,Ribosomal protein S6 kinase alpha-4 ,RPS6KA4,0.3029
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O75716,Other,NAK,Serine/threonine-protein kinase 16 ,STK16,0.229
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O94804,STE,STE20,Serine/threonine-protein kinase 10 ,STK10,0.338
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O94806,CAMK,PKD,Serine/threonine-protein kinase D3 ,PRKD3,0.1749
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O95819,STE,STE20,Mitogen-activated protein kinase kinase kinase kinase 4 ,MAP4K4,0.8696
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O96013,STE,STE20,Serine/threonine-protein kinase PAK 4 ,PAK4,0.0271
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,O96017,CAMK,RAD53,Serine/threonine-protein kinase Chk2 ,CHEK2,0.2828
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P00519,TK,Abl,Tyrosine-protein kinase ABL1 ,ABL1,0.4779
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P00533,TK,EGFR,Epidermal growth factor receptor ,EGFR,0.0255
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P04049,TKL,RAF,RAF proto-oncogene serine/threonine-protein kinase ,RAF1,0.5639
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P04626,TK,EGFR,Receptor tyrosine-protein kinase erbB-2 ,ERBB2,0.0044
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P04629,TK,Trk,High affinity nerve growth factor receptor ,NTRK1,0.3935
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P05129,AGC,PKC,Protein kinase C gamma type ,PRKCG,0.0248
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P05771,AGC,PKC,Protein kinase C beta type ,PRKCB,0.0011
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P06213,TK,InsR,Insulin receptor ,INSR,0.2154
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P06239,TK,Src,Tyrosine-protein kinase Lck ,LCK,0.6068
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P06241,TK,Src,Tyrosine-protein kinase Fyn ,FYN,0.4785
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P06493,CMGC,CDK,Cyclin-dependent kinase 1 ,CDK1,0.0751
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P07332,TK,Fer,Tyrosine-protein kinase Fes/Fps ,FES,0.4741
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P07333,TK,PDGFR,Macrophage colony-stimulating factor 1 receptor ,CSF1R,0.6039
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P07947,TK,Src,Tyrosine-protein kinase Yes ,YES1,0.7798
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P07948,TK,Src,Tyrosine-protein kinase Lyn ,LYN,0.7736
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P07949,TK,Ret,Proto-oncogene tyrosine-protein kinase receptor Ret ,RET,0.782
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P08069,TK,InsR,Insulin-like growth factor 1 receptor ,IGF1R,0.0268
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P08581,TK,Met,Hepatocyte growth factor receptor ,MET,0.136
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P08631,TK,Src,Tyrosine-protein kinase HCK ,HCK,0.0682
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P08922,TK,Sev,Proto-oncogene tyrosine-protein kinase ROS ,ROS1,0.1666
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P09619,TK,PDGFR,Platelet-derived growth factor receptor beta ,PDGFRB,0.4292
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P09769,TK,Src,Tyrosine-protein kinase Fgr ,FGR,0.5514
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P10721,TK,PDGFR,Mast/stem cell growth factor receptor Kit ,KIT,0.408
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P11309,CAMK,PIM,Serine/threonine-protein kinase pim-1 ,PIM1,0.0412
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P11362,TK,FGFR,Fibroblast growth factor receptor 1 ,FGFR1,0.4296
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P11802,CMGC,CDK,Cyclin-dependent kinase 4 ,CDK4,0.0363
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P12931,TK,Src,Proto-oncogene tyrosine-protein kinase Src ,SRC,0.435
C1=CC2C=Cc3ccc4c5c6c7c(ccc1c7c2c35)C=CC6C=C4,P15735,CAMK,PHK,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform ",PHKG2,0.1768
