Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.2895
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.094
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.2928
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.3126
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O14965,Other,Aur,Aurora kinase A ,AURKA,0.5972
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.3474
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.2926
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.5243
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.369
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.4889
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.4901
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.6355
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.6408
CC(=O)NC[C@H]1CCC(F)(F)CN1C(=O)c1nc(Nc2cc(C(F)(F)F)ccn2)ccc1C,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.6995
