Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.0158
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.5809
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.0338
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.1742
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O14965,Other,Aur,Aurora kinase A ,AURKA,0.0104
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.491
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.7701
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.4904
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.7787
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.0327
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.2415
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.7605
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.1951
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.1362
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O75116,AGC,DMPK,Rho-associated protein kinase 2 ,ROCK2,0.3546
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O75385,Other,ULK,Serine/threonine-protein kinase ULK1 ,ULK1,0.7867
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O75460,Other,IRE,Serine/threonine-protein kinase/endoribonuclease IRE1 ,ERN1,0.6874
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O75676,AGC,RSK,Ribosomal protein S6 kinase alpha-4 ,RPS6KA4,0.349
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O75716,Other,NAK,Serine/threonine-protein kinase 16 ,STK16,0.1751
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O94804,STE,STE20,Serine/threonine-protein kinase 10 ,STK10,0.2241
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O94806,CAMK,PKD,Serine/threonine-protein kinase D3 ,PRKD3,0.6372
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O95819,STE,STE20,Mitogen-activated protein kinase kinase kinase kinase 4 ,MAP4K4,0.3827
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O96013,STE,STE20,Serine/threonine-protein kinase PAK 4 ,PAK4,0.2354
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,O96017,CAMK,RAD53,Serine/threonine-protein kinase Chk2 ,CHEK2,0.0503
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P00519,TK,Abl,Tyrosine-protein kinase ABL1 ,ABL1,0.0146
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P00533,TK,EGFR,Epidermal growth factor receptor ,EGFR,0.0234
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P04049,TKL,RAF,RAF proto-oncogene serine/threonine-protein kinase ,RAF1,0.0044
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P04626,TK,EGFR,Receptor tyrosine-protein kinase erbB-2 ,ERBB2,0.0664
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P04629,TK,Trk,High affinity nerve growth factor receptor ,NTRK1,0.0159
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P05129,AGC,PKC,Protein kinase C gamma type ,PRKCG,0.2187
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P05771,AGC,PKC,Protein kinase C beta type ,PRKCB,0.0535
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P06213,TK,InsR,Insulin receptor ,INSR,0.1274
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P06239,TK,Src,Tyrosine-protein kinase Lck ,LCK,0.0064
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P06241,TK,Src,Tyrosine-protein kinase Fyn ,FYN,0.1649
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P06493,CMGC,CDK,Cyclin-dependent kinase 1 ,CDK1,0.4835
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P07332,TK,Fer,Tyrosine-protein kinase Fes/Fps ,FES,0.0767
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P07333,TK,PDGFR,Macrophage colony-stimulating factor 1 receptor ,CSF1R,0.0174
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P07947,TK,Src,Tyrosine-protein kinase Yes ,YES1,0.093
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P07948,TK,Src,Tyrosine-protein kinase Lyn ,LYN,0.0105
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P07949,TK,Ret,Proto-oncogene tyrosine-protein kinase receptor Ret ,RET,0.058
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P08069,TK,InsR,Insulin-like growth factor 1 receptor ,IGF1R,0.0801
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P08581,TK,Met,Hepatocyte growth factor receptor ,MET,0.0015
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P08631,TK,Src,Tyrosine-protein kinase HCK ,HCK,0.0607
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P08922,TK,Sev,Proto-oncogene tyrosine-protein kinase ROS ,ROS1,0.0812
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P09619,TK,PDGFR,Platelet-derived growth factor receptor beta ,PDGFRB,0.0065
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,P09769,TK,Src,Tyrosine-protein kinase Fgr ,FGR,0.0795
