Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
c1ccc2c(c1)c1ccccc1c1ccccc21,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.0145
c1ccc2c(c1)c1ccccc1c1ccccc21,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.051
c1ccc2c(c1)c1ccccc1c1ccccc21,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.0498
c1ccc2c(c1)c1ccccc1c1ccccc21,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.0012
c1ccc2c(c1)c1ccccc1c1ccccc21,O14965,Other,Aur,Aurora kinase A ,AURKA,0.0147
c1ccc2c(c1)c1ccccc1c1ccccc21,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.0045
c1ccc2c(c1)c1ccccc1c1ccccc21,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.0606
c1ccc2c(c1)c1ccccc1c1ccccc21,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.0053
c1ccc2c(c1)c1ccccc1c1ccccc21,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.0392
c1ccc2c(c1)c1ccccc1c1ccccc21,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.0064
c1ccc2c(c1)c1ccccc1c1ccccc21,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.0871
c1ccc2c(c1)c1ccccc1c1ccccc21,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.0159
c1ccc2c(c1)c1ccccc1c1ccccc21,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.0156
c1ccc2c(c1)c1ccccc1c1ccccc21,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.0049
c1ccc2c(c1)c1ccccc1c1ccccc21,O75116,AGC,DMPK,Rho-associated protein kinase 2 ,ROCK2,0.0479
c1ccc2c(c1)c1ccccc1c1ccccc21,O75385,Other,ULK,Serine/threonine-protein kinase ULK1 ,ULK1,0.0132
c1ccc2c(c1)c1ccccc1c1ccccc21,O75460,Other,IRE,Serine/threonine-protein kinase/endoribonuclease IRE1 ,ERN1,0.0013
c1ccc2c(c1)c1ccccc1c1ccccc21,O75676,AGC,RSK,Ribosomal protein S6 kinase alpha-4 ,RPS6KA4,0.0273
c1ccc2c(c1)c1ccccc1c1ccccc21,O75716,Other,NAK,Serine/threonine-protein kinase 16 ,STK16,0.0043
c1ccc2c(c1)c1ccccc1c1ccccc21,O94804,STE,STE20,Serine/threonine-protein kinase 10 ,STK10,0.0204
c1ccc2c(c1)c1ccccc1c1ccccc21,O94806,CAMK,PKD,Serine/threonine-protein kinase D3 ,PRKD3,0.0426
c1ccc2c(c1)c1ccccc1c1ccccc21,O95819,STE,STE20,Mitogen-activated protein kinase kinase kinase kinase 4 ,MAP4K4,0.1414
