Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.1679
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.054
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.5433
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.0142
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O14965,Other,Aur,Aurora kinase A ,AURKA,0.3015
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.0349
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.0647
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.0535
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.0346
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.0782
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.5054
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.0506
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.3823
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.0196
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O75116,AGC,DMPK,Rho-associated protein kinase 2 ,ROCK2,0.0216
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O75385,Other,ULK,Serine/threonine-protein kinase ULK1 ,ULK1,0.1204
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O75460,Other,IRE,Serine/threonine-protein kinase/endoribonuclease IRE1 ,ERN1,0.096
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O75676,AGC,RSK,Ribosomal protein S6 kinase alpha-4 ,RPS6KA4,0.0434
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O75716,Other,NAK,Serine/threonine-protein kinase 16 ,STK16,0.0568
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O94804,STE,STE20,Serine/threonine-protein kinase 10 ,STK10,0.2897
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O94806,CAMK,PKD,Serine/threonine-protein kinase D3 ,PRKD3,0.1932
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O95819,STE,STE20,Mitogen-activated protein kinase kinase kinase kinase 4 ,MAP4K4,0.6604
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O96013,STE,STE20,Serine/threonine-protein kinase PAK 4 ,PAK4,0.0809
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,O96017,CAMK,RAD53,Serine/threonine-protein kinase Chk2 ,CHEK2,0.4651
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P00519,TK,Abl,Tyrosine-protein kinase ABL1 ,ABL1,0.118
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P00533,TK,EGFR,Epidermal growth factor receptor ,EGFR,0.0651
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P04049,TKL,RAF,RAF proto-oncogene serine/threonine-protein kinase ,RAF1,0.2439
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P04626,TK,EGFR,Receptor tyrosine-protein kinase erbB-2 ,ERBB2,0.0083
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P04629,TK,Trk,High affinity nerve growth factor receptor ,NTRK1,0.221
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P05129,AGC,PKC,Protein kinase C gamma type ,PRKCG,0.0173
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P05771,AGC,PKC,Protein kinase C beta type ,PRKCB,0.0063
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P06213,TK,InsR,Insulin receptor ,INSR,0.042
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P06239,TK,Src,Tyrosine-protein kinase Lck ,LCK,0.1755
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P06241,TK,Src,Tyrosine-protein kinase Fyn ,FYN,0.3739
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P06493,CMGC,CDK,Cyclin-dependent kinase 1 ,CDK1,0.1295
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P07332,TK,Fer,Tyrosine-protein kinase Fes/Fps ,FES,0.2275
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P07333,TK,PDGFR,Macrophage colony-stimulating factor 1 receptor ,CSF1R,0.0787
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P07947,TK,Src,Tyrosine-protein kinase Yes ,YES1,0.2332
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P07948,TK,Src,Tyrosine-protein kinase Lyn ,LYN,0.2819
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P07949,TK,Ret,Proto-oncogene tyrosine-protein kinase receptor Ret ,RET,0.3702
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P08069,TK,InsR,Insulin-like growth factor 1 receptor ,IGF1R,0.0192
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P08581,TK,Met,Hepatocyte growth factor receptor ,MET,0.0238
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P08631,TK,Src,Tyrosine-protein kinase HCK ,HCK,0.0849
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P08922,TK,Sev,Proto-oncogene tyrosine-protein kinase ROS ,ROS1,0.2335
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P09619,TK,PDGFR,Platelet-derived growth factor receptor beta ,PDGFRB,0.0605
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P09769,TK,Src,Tyrosine-protein kinase Fgr ,FGR,0.3803
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P10721,TK,PDGFR,Mast/stem cell growth factor receptor Kit ,KIT,0.2624
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P11309,CAMK,PIM,Serine/threonine-protein kinase pim-1 ,PIM1,0.0126
COc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1S(N)(=O)=O,P11362,TK,FGFR,Fibroblast growth factor receptor 1 ,FGFR1,0.0788
