Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.4405
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.5002
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.7557
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.9091
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O14965,Other,Aur,Aurora kinase A ,AURKA,0.72
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.6206
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.7439
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.627
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.6577
CCc1ccnc(Nc2cc(N3CC4(CCN(C(C)=O)CC4)C3)nc(-c3cccnc3)n2)c1,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.7556
