Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
C=C=C,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.0002
C=C=C,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.0447
C=C=C,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.0102
C=C=C,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.0004
C=C=C,O14965,Other,Aur,Aurora kinase A ,AURKA,0.0055
C=C=C,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.0016
C=C=C,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.0424
C=C=C,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.0016
C=C=C,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.0121
C=C=C,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.0004
C=C=C,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.0129
C=C=C,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.0061
C=C=C,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.0148
C=C=C,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.001
C=C=C,O75116,AGC,DMPK,Rho-associated protein kinase 2 ,ROCK2,0.0008
C=C=C,O75385,Other,ULK,Serine/threonine-protein kinase ULK1 ,ULK1,0.023
C=C=C,O75460,Other,IRE,Serine/threonine-protein kinase/endoribonuclease IRE1 ,ERN1,0.0015
C=C=C,O75676,AGC,RSK,Ribosomal protein S6 kinase alpha-4 ,RPS6KA4,0.0113
C=C=C,O75716,Other,NAK,Serine/threonine-protein kinase 16 ,STK16,0.0009
C=C=C,O94804,STE,STE20,Serine/threonine-protein kinase 10 ,STK10,0.0122
C=C=C,O94806,CAMK,PKD,Serine/threonine-protein kinase D3 ,PRKD3,0.0045
C=C=C,O95819,STE,STE20,Mitogen-activated protein kinase kinase kinase kinase 4 ,MAP4K4,0.0127
C=C=C,O96013,STE,STE20,Serine/threonine-protein kinase PAK 4 ,PAK4,0.0022
C=C=C,O96017,CAMK,RAD53,Serine/threonine-protein kinase Chk2 ,CHEK2,0.0031
C=C=C,P00519,TK,Abl,Tyrosine-protein kinase ABL1 ,ABL1,0.0004
C=C=C,P00533,TK,EGFR,Epidermal growth factor receptor ,EGFR,0.0488
C=C=C,P04049,TKL,RAF,RAF proto-oncogene serine/threonine-protein kinase ,RAF1,0.0015
C=C=C,P04626,TK,EGFR,Receptor tyrosine-protein kinase erbB-2 ,ERBB2,0.0194
C=C=C,P04629,TK,Trk,High affinity nerve growth factor receptor ,NTRK1,0.0005
C=C=C,P05129,AGC,PKC,Protein kinase C gamma type ,PRKCG,0.0028
C=C=C,P05771,AGC,PKC,Protein kinase C beta type ,PRKCB,0.0017
C=C=C,P06213,TK,InsR,Insulin receptor ,INSR,0.0154
C=C=C,P06239,TK,Src,Tyrosine-protein kinase Lck ,LCK,0.0022
C=C=C,P06241,TK,Src,Tyrosine-protein kinase Fyn ,FYN,0.0375
C=C=C,P06493,CMGC,CDK,Cyclin-dependent kinase 1 ,CDK1,0.0028
C=C=C,P07332,TK,Fer,Tyrosine-protein kinase Fes/Fps ,FES,0.0073
C=C=C,P07333,TK,PDGFR,Macrophage colony-stimulating factor 1 receptor ,CSF1R,0.0161
C=C=C,P07947,TK,Src,Tyrosine-protein kinase Yes ,YES1,0.0076
C=C=C,P07948,TK,Src,Tyrosine-protein kinase Lyn ,LYN,0.0021
C=C=C,P07949,TK,Ret,Proto-oncogene tyrosine-protein kinase receptor Ret ,RET,0.0117
C=C=C,P08069,TK,InsR,Insulin-like growth factor 1 receptor ,IGF1R,0.0193
C=C=C,P08581,TK,Met,Hepatocyte growth factor receptor ,MET,0.0015
C=C=C,P08631,TK,Src,Tyrosine-protein kinase HCK ,HCK,0.0043
C=C=C,P08922,TK,Sev,Proto-oncogene tyrosine-protein kinase ROS ,ROS1,0.0757
C=C=C,P09619,TK,PDGFR,Platelet-derived growth factor receptor beta ,PDGFRB,0.002
C=C=C,P09769,TK,Src,Tyrosine-protein kinase Fgr ,FGR,0.0049
C=C=C,P10721,TK,PDGFR,Mast/stem cell growth factor receptor Kit ,KIT,0.0047
C=C=C,P11309,CAMK,PIM,Serine/threonine-protein kinase pim-1 ,PIM1,0.0014
C=C=C,P11362,TK,FGFR,Fibroblast growth factor receptor 1 ,FGFR1,0.0002
C=C=C,P11802,CMGC,CDK,Cyclin-dependent kinase 4 ,CDK4,0.0004
C=C=C,P12931,TK,Src,Proto-oncogene tyrosine-protein kinase Src ,SRC,0.0014
C=C=C,P15735,CAMK,PHK,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform ",PHKG2,0.0022
C=C=C,P16234,TK,PDGFR,Platelet-derived growth factor receptor alpha ,PDGFRA,0.0118
C=C=C,P16591,TK,Fer,Tyrosine-protein kinase Fer ,FER,0.0273
C=C=C,P17252,AGC,PKC,Protein kinase C alpha type ,PRKCA,0.0736
C=C=C,P17612,AGC,PKA,cAMP-dependent protein kinase catalytic subunit alpha ,PRKACA,0.0009
C=C=C,P17948,TK,VEGFR,Vascular endothelial growth factor receptor 1 ,FLT1,0.0008
C=C=C,P19784,CMGC,CK2,Casein kinase II subunit alpha' ,CSNK2A2,0.0043
C=C=C,P22607,TK,FGFR,Fibroblast growth factor receptor 3 ,FGFR3,0.0003
C=C=C,P23443,AGC,RSK,Ribosomal protein S6 kinase beta-1 ,RPS6KB1,0.0063
C=C=C,P24941,CMGC,CDK,Cyclin-dependent kinase 2 ,CDK2,0.0044
C=C=C,P27448,CAMK,CAMKL,MAP/microtubule affinity-regulating kinase 3 ,MARK3,0.002
C=C=C,P28482,CMGC,MAPK,Mitogen-activated protein kinase 1 ,MAPK1,0.0014
C=C=C,P29317,TK,Eph,Ephrin type-A receptor 2 ,EPHA2,0.0003
C=C=C,P29376,TK,ALK,Leukocyte tyrosine kinase receptor ,LTK,0.0184
