Canonical_Smiles,UniProt,Group,Family,Name,Symbol,Prediction
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O00141,AGC,SGK,Serine/threonine-protein kinase Sgk1 ,SGK1,0.0531
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O00311,Other,CDC7,Cell division cycle 7-related protein kinase ,CDC7,0.5666
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O00444,Other,PLK,Serine/threonine-protein kinase PLK4 ,PLK4,0.4956
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O14920,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit beta ,IKBKB,0.0189
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O14965,Other,Aur,Aurora kinase A ,AURKA,0.0794
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O15111,Other,IKK,Inhibitor of nuclear factor kappa-B kinase subunit alpha ,CHUK,0.072
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O15146,TK,Musk,"Muscle, skeletal receptor tyrosine-protein kinase ",MUSK,0.4242
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O15264,CMGC,MAPK,Mitogen-activated protein kinase 13 ,MAPK13,0.0447
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O43293,CAMK,DAPK,Death-associated protein kinase 3 ,DAPK3,0.0826
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O43318,TKL,MLK,Mitogen-activated protein kinase kinase kinase 7 ,MAP3K7,0.0205
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O43353,TKL,RIPK,Receptor-interacting serine/threonine-protein kinase 2 ,RIPK2,0.2244
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O43781,CMGC,DYRK,Dual specificity tyrosine-phosphorylation-regulated kinase 3 ,DYRK3,0.2512
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O60285,CAMK,CAMKL,NUAK family SNF1-like kinase 1 ,NUAK1,0.0692
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O60674,TK,JakA,Tyrosine-protein kinase JAK2 ,JAK2,0.0092
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O75116,AGC,DMPK,Rho-associated protein kinase 2 ,ROCK2,0.0162
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O75385,Other,ULK,Serine/threonine-protein kinase ULK1 ,ULK1,0.0448
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O75460,Other,IRE,Serine/threonine-protein kinase/endoribonuclease IRE1 ,ERN1,0.763
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O75676,AGC,RSK,Ribosomal protein S6 kinase alpha-4 ,RPS6KA4,0.1472
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O75716,Other,NAK,Serine/threonine-protein kinase 16 ,STK16,0.0992
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O94804,STE,STE20,Serine/threonine-protein kinase 10 ,STK10,0.0702
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O94806,CAMK,PKD,Serine/threonine-protein kinase D3 ,PRKD3,0.2923
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O95819,STE,STE20,Mitogen-activated protein kinase kinase kinase kinase 4 ,MAP4K4,0.1519
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O96013,STE,STE20,Serine/threonine-protein kinase PAK 4 ,PAK4,0.0137
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O96017,CAMK,RAD53,Serine/threonine-protein kinase Chk2 ,CHEK2,0.1635
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P00519,TK,Abl,Tyrosine-protein kinase ABL1 ,ABL1,0.0098
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P00533,TK,EGFR,Epidermal growth factor receptor ,EGFR,0.0254
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P04049,TKL,RAF,RAF proto-oncogene serine/threonine-protein kinase ,RAF1,0.0525
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P04626,TK,EGFR,Receptor tyrosine-protein kinase erbB-2 ,ERBB2,0.0091
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P04629,TK,Trk,High affinity nerve growth factor receptor ,NTRK1,0.0229
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P05129,AGC,PKC,Protein kinase C gamma type ,PRKCG,0.1762
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P05771,AGC,PKC,Protein kinase C beta type ,PRKCB,0.0373
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P06213,TK,InsR,Insulin receptor ,INSR,0.0385
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P06239,TK,Src,Tyrosine-protein kinase Lck ,LCK,0.0543
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P06241,TK,Src,Tyrosine-protein kinase Fyn ,FYN,0.0524
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P06493,CMGC,CDK,Cyclin-dependent kinase 1 ,CDK1,0.7429
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P07332,TK,Fer,Tyrosine-protein kinase Fes/Fps ,FES,0.03
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P07333,TK,PDGFR,Macrophage colony-stimulating factor 1 receptor ,CSF1R,0.0013
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P07947,TK,Src,Tyrosine-protein kinase Yes ,YES1,0.0344
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P07948,TK,Src,Tyrosine-protein kinase Lyn ,LYN,0.0088
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P07949,TK,Ret,Proto-oncogene tyrosine-protein kinase receptor Ret ,RET,0.0113
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P08069,TK,InsR,Insulin-like growth factor 1 receptor ,IGF1R,0.0708
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P08581,TK,Met,Hepatocyte growth factor receptor ,MET,0.0143
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P08631,TK,Src,Tyrosine-protein kinase HCK ,HCK,0.043
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P08922,TK,Sev,Proto-oncogene tyrosine-protein kinase ROS ,ROS1,0.2887
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P09619,TK,PDGFR,Platelet-derived growth factor receptor beta ,PDGFRB,0.0016
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P09769,TK,Src,Tyrosine-protein kinase Fgr ,FGR,0.0451
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P10721,TK,PDGFR,Mast/stem cell growth factor receptor Kit ,KIT,0.0061
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P11309,CAMK,PIM,Serine/threonine-protein kinase pim-1 ,PIM1,0.0572
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P11362,TK,FGFR,Fibroblast growth factor receptor 1 ,FGFR1,0.0454
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P11802,CMGC,CDK,Cyclin-dependent kinase 4 ,CDK4,0.0381
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P12931,TK,Src,Proto-oncogene tyrosine-protein kinase Src ,SRC,0.0241
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P15735,CAMK,PHK,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform ",PHKG2,0.0315
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P16234,TK,PDGFR,Platelet-derived growth factor receptor alpha ,PDGFRA,0.0198
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P16591,TK,Fer,Tyrosine-protein kinase Fer ,FER,0.0282
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P17252,AGC,PKC,Protein kinase C alpha type ,PRKCA,0.1196
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P17612,AGC,PKA,cAMP-dependent protein kinase catalytic subunit alpha ,PRKACA,0.0537
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P17948,TK,VEGFR,Vascular endothelial growth factor receptor 1 ,FLT1,0.0047
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P19784,CMGC,CK2,Casein kinase II subunit alpha' ,CSNK2A2,0.1834
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P22607,TK,FGFR,Fibroblast growth factor receptor 3 ,FGFR3,0.0229
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P23443,AGC,RSK,Ribosomal protein S6 kinase beta-1 ,RPS6KB1,0.0614
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P24941,CMGC,CDK,Cyclin-dependent kinase 2 ,CDK2,0.2047
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P27448,CAMK,CAMKL,MAP/microtubule affinity-regulating kinase 3 ,MARK3,0.0296
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P28482,CMGC,MAPK,Mitogen-activated protein kinase 1 ,MAPK1,0.0485
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P29317,TK,Eph,Ephrin type-A receptor 2 ,EPHA2,0.0052
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P29376,TK,ALK,Leukocyte tyrosine kinase receptor ,LTK,0.1287
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P29597,TK,JakA,Non-receptor tyrosine-protein kinase TYK2 ,TYK2,0.0241
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P30291,Other,WEE,Wee1-like protein kinase ,WEE1,0.5162
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P30530,TK,Axl,Tyrosine-protein kinase receptor UFO ,AXL,0.0784
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P31749,AGC,Akt,RAC-alpha serine/threonine-protein kinase ,AKT1,0.0922
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P31751,AGC,Akt,RAC-beta serine/threonine-protein kinase ,AKT2,0.0505
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P33981,Other,TTK,Dual specificity protein kinase TTK ,TTK,0.0048
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,P34947,AGC,GRK,G protein-coupled receptor kinase 5 ,GRK5,0.216
